SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1537.05,1560.00,1508.30,1523.75,1527.90,1532.15,1046,13605,20846112.00,
500003,AEGIS LOGIS ,A ,Q,311.85,323.00,311.85,322.00,321.90,308.45,1295,32611,10391526.00,
500008,AMAR RAJA BA,A ,Q,882.85,904.00,881.25,899.70,899.70,884.60,3689,71504,63862214.00,
500009,A.SARABHAI  ,X ,Q,19.00,20.60,19.00,20.35,20.35,18.75,266,96672,1919618.00,
500010,HDFC        ,A ,Q,2559.00,2614.95,2549.00,2607.30,2607.30,2539.05,5710,101198,262169437.00,
500012,ANDHRA PETRO,X ,Q,66.45,66.45,63.35,65.85,65.85,63.30,1530,587524,38690618.00,
500013,ANSAL INFRAS,B ,Q,8.25,8.39,7.76,7.91,7.85,8.00,80,59725,473103.00,
500014,UTIQUE      ,X ,Q,1.77,1.77,1.77,1.77,1.77,1.69,10,2340,4141.00,
500016,ARUNAHTEL   ,XT,Q,6.30,6.30,6.30,6.30,6.30,6.00,2,697,4391.00,
500020,BOM DYEING  ,A ,Q,74.25,77.45,74.25,76.20,76.20,74.05,4327,735968,56178717.00,
500023,ASIANHOTNR  ,B ,Q,71.75,71.75,70.10,71.00,71.00,71.85,41,821,58536.00,
500027,ATUL LTD.   ,A ,Q,6980.00,6980.00,6415.00,6583.55,6580.00,6552.35,571,1704,11320582.00,
500028,ATV PROJECTS,XT,Q,4.52,4.72,4.33,4.37,4.37,4.50,27,13251,62063.00,
500029,AUTOLITE(I) ,Z ,Q,25.85,27.95,25.85,27.00,27.00,26.95,16,2435,66098.00,
500031,BAJAJ ELECT.,A ,Q,1020.00,1020.00,966.65,989.15,994.90,957.70,962,15434,15262871.00,
500032,BAJAJHIND   ,A ,Q,6.89,6.90,6.21,6.28,6.28,6.62,2402,2081602,13399825.00,
500033,FORCE MOTR  ,A ,Q,1338.00,1340.00,1307.00,1312.40,1310.85,1307.30,440,2783,3668767.00,
500034,BAJFINANCE  ,A ,Q,5310.00,5370.00,5198.00,5266.70,5266.70,5238.30,8973,95444,504083003.00,
500038,BALRAM.CHINI,A ,Q,174.60,184.00,174.60,180.85,180.85,177.30,2049,121621,22014284.00,
500039,BANCO PROD. ,B ,Q,150.10,156.00,150.10,154.20,155.00,154.35,5694,112850,17335360.00,
500040,CENTURY TEXT,A ,Q,481.05,494.65,476.80,487.20,488.00,481.85,1742,101578,49097711.00,
500041,BANNARI AMAN,A ,Q,1750.25,1799.30,1744.00,1780.20,1774.00,1760.00,49,138,242476.00,
500042,BASF INDIA  ,A ,Q,1967.40,1991.00,1876.95,1898.70,1894.65,1925.45,540,2274,4376188.00,
500043,BATA INDIA  ,A ,Q,1422.25,1477.25,1422.25,1470.00,1470.00,1437.95,2201,29991,43816659.00,
500048,BEML LTD    ,A ,Q,1082.15,1184.30,1080.15,1166.10,1166.10,1079.10,7184,155232,178353020.00,
500049,BHARAT ELECT,A ,Q,138.60,146.95,137.95,145.90,145.90,137.20,10843,1745116,250013523.00,
500052,BHANSALI ENG,A ,Q,145.35,146.50,135.80,138.35,138.35,144.30,1590,183195,26350260.00,
500055,TATASTLBSL  ,B ,Q,46.20,47.30,45.65,47.05,47.15,45.80,1510,489535,22882298.00,
500058,BIHAR SPONGE,XT,Q,1.74,1.74,1.74,1.74,1.74,1.74,6,6924,12047.00,
500060,BIRLACABLE  ,B ,Q,62.35,62.35,60.10,60.65,60.65,60.50,402,20537,1255397.00,
500067,BLUE STAR   ,A ,Q,899.95,947.50,843.00,860.25,860.25,869.45,4782,79289,71099652.00,
500068,DISA INDIA  ,X ,Q,4450.00,4598.95,4357.75,4536.85,4550.00,4449.10,47,164,740501.00,
500069,BNK CAPITAL ,X ,Q,107.00,107.75,100.00,107.25,107.75,100.00,39,6897,704737.00,
500074,BPL LTD.    ,B ,Q,21.45,21.75,20.75,21.15,21.20,20.95,124,11981,254804.00,
500078,OAL         ,B ,Q,597.70,607.90,596.00,602.35,602.00,597.70,243,3145,1898295.00,
500083,CENTURY EXT ,B ,Q,4.29,4.65,4.29,4.65,4.65,4.30,80,14358,64023.00,
500084,CESC LTD.   ,A ,Q,604.00,620.00,600.05,617.00,617.00,605.40,914,19763,12045871.00,
500085,CHAMBAL FERT,A ,Q,248.40,264.45,243.80,257.95,257.95,243.95,3290,213407,54585204.00,
500086,EXIDE IND.  ,A ,Q,205.00,207.30,203.10,206.65,206.65,202.50,2435,172072,35331788.00,
500087,CIPLA LTD.  ,A ,Q,807.70,807.70,782.05,789.50,789.50,786.55,2992,117960,93348550.00,
500089,DIC INDIA   ,B ,Q,409.00,412.05,405.00,409.30,409.25,406.40,188,4955,2031996.00,
500092,CRISIL LTD  ,A ,Q,1949.15,1957.95,1920.85,1925.05,1927.05,1947.55,286,1033,1993382.00,
500093,CGPOWER     ,B ,Q,58.00,58.00,56.65,56.85,56.85,56.70,1418,328583,18805868.00,
500096,DABUR (I)   ,A ,Q,503.70,507.85,502.85,505.95,506.85,503.35,2750,75750,38296127.00,
500097,DALMIASUG   ,A ,Q,156.70,165.85,156.70,164.75,164.55,160.30,464,17684,2863666.00,
500101,ARVIND Ltd  ,A ,Q,82.90,84.20,78.00,78.60,78.60,80.40,2713,206757,16470870.00,
500102,BALARPUR IND,Z ,Q,1.35,1.35,1.25,1.27,1.27,1.30,379,764284,981811.00,
500103,BHEL        ,A ,Q,48.80,49.60,47.60,48.80,48.80,47.65,25486,11626270,566102829.00,
500104,HIND.PETRO  ,A ,Q,248.00,252.40,243.80,247.50,247.50,240.35,4973,380936,94565607.00,
500106,IFCI LTD    ,A ,Q,8.95,9.86,8.95,9.50,9.50,8.92,37702,2205492,20956541.00,
500108,MAHA.TELE   ,B ,Q,13.85,13.91,13.30,13.47,13.47,13.35,10593,628423,8570182.00,
500109,MRPL        ,A ,Q,41.40,44.70,41.00,43.40,43.40,40.25,3211,1031521,44041154.00,
500110,CHENNAI PET.,A ,Q,100.35,108.05,99.50,105.55,105.55,100.35,2322,242789,25288152.00,
500111,REL.CAP.    ,B ,Q,10.10,11.11,10.02,11.01,11.01,10.10,1721,1296455,13880777.00,
500112,STATE BANK  ,A ,Q,395.80,397.70,391.00,395.00,395.00,390.20,32467,2734816,1079721565.00,
500113,STEEL AUTH. ,A ,Q,77.50,79.45,74.75,78.40,78.40,76.50,9435,5068671,393453487.00,
500114,TITAN       ,A ,Q,1438.00,1465.50,1416.75,1452.75,1452.75,1407.00,8055,146866,213557251.00,
500116,IDBI BANK L ,A ,Q,31.95,32.50,31.60,31.80,31.80,31.55,2016,983764,31386837.00,
500117,DCW LTD.    ,B ,Q,27.00,29.75,26.25,28.95,28.90,26.15,2319,741859,20943696.00,
500119,DHAMPUR SUGA,A ,Q,171.05,181.75,171.05,179.85,179.85,174.40,1725,101601,18099688.00,
500120,DIAMINES&CHM,X ,Q,299.90,300.00,292.05,297.15,297.15,291.65,249,11329,3352309.00,
500123,ELANTAS     ,A ,Q,3390.00,3399.75,3302.75,3344.85,3344.85,3306.10,428,3328,11078427.00,
500124,DR.REDDY'S  ,A ,Q,4478.90,4478.90,4401.50,4453.30,4453.30,4424.60,2657,23045,102401813.00,
500125,E.I.D.PAR   ,A ,Q,316.30,339.75,316.30,336.70,336.70,318.25,3522,96781,32311967.00,
500126,PGHL        ,A ,Q,6723.60,6830.00,6582.60,6603.45,6603.45,6696.50,281,463,3097861.00,
500128,ELEC.CASTING,B ,Q,25.00,25.70,24.40,25.10,25.10,24.80,487,122342,3071573.00,
500133,ESAB INDIA  ,A ,Q,1900.00,1930.50,1877.80,1898.95,1891.25,1824.05,554,2401,4568109.00,
500135,EPL         ,A ,Q,219.00,223.00,215.30,219.95,219.95,215.00,1286,26132,5755495.00,
500136,ESTER INDUS.,B ,Q,105.80,107.00,104.75,106.10,106.10,104.30,639,36050,3828249.00,
500142,FGP LTD.    ,XT,Q,1.72,1.72,1.72,1.72,1.72,1.75,1,100,172.00,
500143,P.H.CAPITAL ,X ,Q,27.75,27.75,27.75,27.75,27.75,26.65,3,72,1998.00,
500144,FINOL. CABLE,A ,Q,399.00,399.00,390.50,392.50,392.50,390.50,513,11945,4700384.00,
